id,content_id,topic_id,confidence
25569,1647,CMRE,0.24
25570,1534,SRF,0.12
25571,57,MACQ,0.84
25572,933,EROS,0.51
25573,383,GMED,0.67
25574,1961,MIME,0.74
25575,897,MPVD,0.76
25576,800,NOV,0.02
25577,1690,EVOK,0.18
25578,658,CMRE,0.21
25579,775,FIV,0.62
25580,944,TWNKW,0.38
25581,67,RYI,0.7
25582,1507,RBA,0.09
25583,55,BSAC,0.14
25584,112,CAMP,0.46
25585,1179,IPCC,0.1
25586,705,GWB,0.44
25587,1755,AOI,0.2
25588,173,IDSA,0.49
25589,597,BRSS,0.52
25590,1961,NYLD.A,0.39
25591,1151,CAI,0.97
25592,678,DEA,0.64
25593,151,UNP,0.52
25594,681,RMP,0.45
25595,1848,HCN,0.56
25596,1716,ORLY,0.64
25597,1865,FORD,0.72
25598,782,UCTT,0.88
25599,1566,PTSI,0.22
25600,791,TSNU,0.93
25601,1991,GLNG,0.07
25602,290,TSM,0.87
25603,539,SNGXW,0.25
25604,685,YRCW,0.1
25605,1335,ICB,0.29
25606,1570,SNDX,0.66
25607,890,IPHI,0.97
25608,865,BAM,0.5
25609,904,IFGL,0.69
25610,1497,VONV,0.05
25611,98,AQXP,0.06
25612,1947,NURO,0.76
25613,771,CWAY,0.41
25614,1421,CNX,0.39
25615,687,GWRS,0.71
25616,181,COE,0.86
25617,1270,WABC,0.57
25618,682,MACQW,0.26
25619,1644,PPG,0.48
25620,1854,WTFCM,0.35
25621,1890,BOOT,0.39
25622,897,RADA,0.13
25623,872,PPH,0.45
25624,186,STAF,0.39
25625,1970,CTV,0.25
25626,155,QUAD,0.7
25627,1779,IAC,0.7
25628,307,ITCI,0.77
25629,360,NADL,0.17
25630,889,GMED,0.5
25631,555,KT,0.85
25632,347,STI.WS.A,0.75
25633,462,PHD,0.39
25634,1454,O,0.78
25635,958,RES,0.95
25636,37,BIP,0.2
25637,205,COE,0.91
25638,1987,PCN,0.92
25639,196,IDE,0.84
25640,1830,WAT,0.23
25641,840,MIME,0.53
25642,94,HIMX,0.02
25643,1785,FTD,0.49
25644,67,TTEC,0.71
25645,1960,DQ,0.96
25646,298,USB^M,0.45
25647,124,RMAX,0.17
25648,558,DORM,0.33
25649,1940,MZOR,0.9
25650,783,IDSA,0.68
25651,1877,HIVE,0.24
25652,1728,CFC^B,0.52
25653,1572,BUFF,0.86
25654,409,WSTG,0.52
25655,947,FSC,0.44
25656,1454,ZSAN,0.04
25657,630,EV,0.16
25658,1305,RADA,0.35
25659,1273,IOSP,0.44
25660,1492,PLYAW,0.53
25661,1430,MTL,0.48
25662,1237,GNMK,0.86
25663,1011,CNX,0.7
25664,1897,EROS,0.9
25665,76,RMAX,0.83
25666,1090,CMRE,0.45
25667,307,HCSG,0.24
25668,1927,AMCN,0.42
25669,1618,GFA,0.27
25670,969,NDLS,0.22
25671,785,CLRB,0.61
25672,1227,NUO,0.48
25673,671,JNCE,0.34
25674,1148,AMNB,0.36
25675,1045,CYD,0.67
25676,1615,CSQ,0.71
25677,1022,DDD,0.37
25678,1475,MZOR,0.46
25679,1029,CTV,0.76
25680,1373,ESPR,0.53
25681,1240,CGO,0.14
25682,1209,KMX,0.7
25683,1994,EPR,0.49
25684,1439,MPVD,0.41
25685,602,CDR,0.52
25686,444,RST,0.28
25687,610,MSDI,0.25
25688,898,NUM,0.42
25689,1564,AIRG,0.22
25690,968,QTWO,0.22
25691,1499,AMAG,0.4
25692,1821,WSBC,0.96
25693,1634,EFSC,0.66
25694,1768,OACQ,0.01
25695,1011,MUC,0.3
25696,1521,MTL,0.45
25697,142,MCS,0.7
25698,1596,ENIC,0.67
25699,315,ZSAN,0.34
25700,1460,SMED,0.65
25701,1265,RST,0.42
25702,1227,BIP,0.95
25703,1020,SCLN,0.45
25704,485,BRK.B,0.69
25705,960,EGBN,0.91
25706,226,MSLI,0.82
25707,1073,LGND,0.17
25708,2,WRB^B,0.36
25709,108,WLB,0.18
25710,653,PLYAW,0.6
25711,1436,MIME,0.13
25712,564,MSLI,0.38
25713,1714,PBFX,0.31
25714,1028,MBOT,0.27
25715,1096,LDRI,0.66
25716,1794,BLVDW,0.14
25717,1617,ASML,0.36
25718,1004,RFIL,0.85
25719,1322,CFC^B,0.82
25720,1697,TSNU,0.64
25721,1754,PETS,0.94
25722,252,BIOC,0.34
25723,1893,CAC,0.47
25724,1823,AMNB,0.97
25725,1750,SNLN,0.5
25726,209,RBA,0.95
25727,210,TNDM,0.64
25728,430,INN,0.96
25729,910,NQ,0.17
25730,505,HCN,0.66
25731,475,MCC,0.98
25732,324,CAMP,0.57
25733,1028,HCN,0.9
25734,29,ESBK,0.79
25735,943,OMCL,0.27
25736,1430,ZSAN,0.28
25737,500,SCHW^B,0.96
25738,60,EVOK,0.83
25739,1471,RFIL,0.37
25740,750,RCL,0.1
25741,450,ESG,0.52
25742,193,AMH^F,0.5
25743,421,ADC,0.02
25744,1835,BLL,0.66
25745,1368,NBD,0.21
25746,1964,BABA,0.74
25747,1497,NOVN,0.89
25748,1405,GCVRZ,0.93
25749,1721,SRET,0.95
25750,1150,FIG,0.73
25751,40,IFGL,0.74
25752,847,FTD,1.0
25753,1436,INTG,0.14
25754,1830,UBSH,0.2
25755,1594,COWN,0.04
25756,1883,HCKT,0.3
25757,1159,SRF,0.77
25758,1229,AGN^A,0.01
25759,1546,BRSS,0.76
25760,1629,O,0.21
25761,734,BV,0.55
25762,1505,PRLB,0.93
25763,427,SHAK,0.85
25764,340,AIRG,0.55
25765,1465,VEEV,0.08
25766,682,MPO,0.05
25767,1225,AGN^A,1.0
25768,907,AAT,0.36
25769,724,MYOK,0.45
25770,1547,BIP,0.92
25771,357,STAF,0.75
25772,1810,CLNS^D,0.77
25773,35,GM,0.65
25774,264,ETFC,0.04
25775,993,GPT^A,0.07
25776,442,SPWH,0.7
25777,1720,BUFF,0.76
25778,1339,ABEO,0.91
25779,1960,ERII,0.36
25780,1276,KT,0.63
25781,30,KBWP,0.81
25782,600,GM,0.28
25783,1325,POWL,0.22
25784,125,MPLX,0.14
25785,940,FNJN,0.26
25786,913,DHT,0.05
25787,173,SYY,0.5
25788,565,CDR,0.69
25789,1762,TNP^E,0.39
25790,440,KTF,0.36
25791,869,AIRG,0.02
25792,111,DRYS,0.46
25793,102,RMP,0.2
25794,1522,VIGI,0.95
25795,292,BLD,0.84
25796,648,REXX,0.2
25797,334,EQGP,0.16
25798,1491,DRD,0.85
25799,447,RST,0.02
25800,1753,IAC,0.25
25801,725,CLIR,0.06
25802,184,RRR,0.13
25803,1767,TSEM,0.32
25804,1375,XOXO,0.9
25805,125,UZA,0.27
25806,1435,ONVO,0.01
25807,1299,APOPW,0.32
25808,1455,CMRE,0.38
25809,602,OEC,0.39
25810,1420,SBR,0.56
25811,1481,DYNT,0.7
25812,897,NYMTO,0.66
25813,1671,BAS,0.15
25814,456,SAJA,0.52
25815,1854,CALM,0.49
25816,1841,HPP,0.06
25817,1267,MUC,0.02
25818,549,MDIV,0.59
25819,992,VSTO,0.78
25820,1925,HTA,0.28
25821,1170,FIS,0.05
25822,911,PETS,0.68
25823,1935,INSG,0.24
25824,87,KT,0.27
25825,1682,RBA,0.03
25826,1431,FRME,0.48
25827,77,FORD,0.61
25828,644,MDIV,0.68
25829,1120,DORM,0.83
25830,559,CMRE,0.44
25831,32,INTC,0.89
25832,483,SNGXW,0.03
25833,1109,STAR^D,0.84
25834,1699,AMCN,0.77
25835,575,IMKTA,0.09
25836,1935,LCUT,0.55
25837,551,SRF,0.41
25838,1764,JTA,0.27
25839,1638,EDGE,0.38
25840,1092,VEDL,0.25
25841,1624,ICHR,1.0
25842,1106,MSLI,0.13
25843,207,CNXC,0.45
25844,1862,AJRD,0.24
25845,383,CMCO,0.54
25846,201,RST,0.73
25847,882,ABEO,0.7
25848,1812,SRCLP,0.26
25849,401,SHI,0.14
25850,419,EQC,0.72
25851,697,GFA,0.72
25852,1217,LJPC,0.96
25853,461,PPL,0.09
25854,34,SRET,0.1
25855,1751,TNDM,0.54
25856,1441,EFSC,0.72
25857,485,FNY,0.31
25858,152,FWP,0.96
25859,1408,WSBC,0.89
25860,1687,NVG,0.59
25861,1943,CBL^D,0.3
25862,4,RCL,0.27
25863,1218,CMRE,0.7
25864,1699,BNJ,0.25
25865,266,PBIB,0.81
25866,1507,topic_id,0.78
25867,64,NTC,0.45
25868,676,HBP,0.29
25869,1054,VONV,0.88
25870,1529,SQZZ,0.47
25871,1431,HZO,0.84
25872,427,UTF,0.95
25873,1633,MTL,0.89
25874,1700,NLST,0.56
25875,1377,CAI,0.41
25876,446,BKEP,0.48
25877,1654,BSAC,0.53
25878,1601,SQZZ,0.06
25879,1839,STI.WS.A,0.52
25880,1937,STAR^D,0.13
25881,284,RAIL,0.92
25882,1171,CBM,0.8
25883,1329,DEA,0.7
25884,1957,ORG,0.31
25885,1369,RRR,0.13
25886,131,FLOW,0.87
25887,1398,KBWB,0.15
25888,1200,SNGXW,0.96
25889,590,CTV,0.48
25890,417,FPAY,0.66
25891,1215,EXPD,0.46
25892,199,GHY,0.69
25893,76,HTA,0.89
25894,221,LMNR,0.67
25895,600,BANFP,0.73
25896,1993,PRTO,0.64
25897,696,MPO,0.08
25898,444,KT,0.31
25899,397,ALR^B,0.75
25900,685,VALE.P,0.03
25901,1721,QTEC,0.2
25902,743,MMLP,0.12
25903,1282,SBR,0.13
25904,1163,OSBCP,0.18
25905,894,NGHCZ,0.97
25906,1735,CDR,0.84
25907,264,INFO,0.31
25908,523,PETS,0.3
25909,179,EXPD,0.7
25910,663,EMIF,0.45
25911,1802,CMRE,0.94
25912,100,AFW.CL,0.42
25913,1208,RFIL,0.8
25914,177,PHD,0.06
25915,9,INTG,0.21
25916,864,SAJA,0.09
25917,405,FNJN,0.14
25918,719,CYD,0.08
25919,379,FIV,0.02
25920,1404,PNNT,0.88
25921,1357,EDGE,0.72
25922,795,ORG,0.83
25923,845,UTF,0.97
25924,1579,REXX,0.61
25925,1740,HCSG,0.7
25926,1234,MLP,0.95
25927,509,PFLT,0.37
25928,1467,KEM,0.35
25929,1562,FWP,0.91
25930,893,IMKTA,0.85
25931,813,HCN,0.81
25932,767,HAE,0.22
25933,571,WAT,0.61
25934,1685,RAIL,0.55
25935,1638,CL,0.53
25936,240,PENN,0.15
25937,1574,PHD,0.22
25938,840,CGO,0.76
25939,215,NUO,0.85
25940,1803,FEMS,0.77
25941,1166,VSDA,1.0
25942,1962,WTFCM,0.5
25943,596,OSBCP,0.37
25944,208,LCUT,0.1
25945,753,CAC,0.38
25946,577,DDD,0.07
25947,1620,UONE,0.47
25948,289,GPT^A,0.02
25949,933,CYTX,0.07
25950,296,AUY,0.65
25951,1991,CMRE,0.49
25952,1986,UNP,0.71
25953,1673,GLYC,0.31
25954,1802,ELVT,0.38
25955,1834,MLP,0.75
25956,1267,SMED,0.07
25957,1856,SYY,0.25
25958,1810,CFBK,0.03
25959,1542,GOF,0.65
25960,231,GLOB,0.99
25961,948,PNNT,0.48
25962,1433,BIOC,0.11
25963,898,GG,0.81
25964,32,SQZZ,0.45
25965,28,NUO,0.09
25966,763,AXSM,0.24
25967,128,MMLP,0.85
25968,1225,EBSB,0.41
25969,1195,TNP^E,0.41
25970,1904,FEMS,0.99
25971,124,JPM^F,0.2
25972,376,PBFX,0.36
25973,389,KMX,0.91
25974,698,SYY,0.44
25975,270,PGTI,0.93
25976,1447,MYCC,0.7
25977,1076,ETW,0.4
25978,141,MDIV,0.15
25979,185,CAC,0.8
25980,1434,LRAD,0.59
25981,1358,BLVDW,0.23
25982,614,OACQ,0.95
25983,432,JPM^F,0.28
25984,1942,ORG,0.09
25985,1155,TWNKW,0.53
25986,823,NEE,0.94
25987,879,UTI,0.73
25988,1425,RRR,0.99
25989,1863,AMAG,0.79
25990,1118,RCII,0.78
25991,421,NYT,0.35
25992,1345,KBWY,0.94
25993,34,TI.A,0.49
25994,1193,CAI,0.71
25995,302,GLOB,0.82
25996,1669,CLAC,0.22
25997,1570,INFO,0.64
25998,1266,AFSI^C,0.31
25999,646,SPWH,0.3
26000,980,GENE,0.33
26001,50,ABEO,0.98
26002,138,CAC,0.63
26003,311,PTSI,0.52
26004,668,FEMS,0.18
26005,846,LCUT,0.4
26006,1577,LBTYK,0.46
26007,1688,BGT,0.09
26008,274,MTG,0.86
26009,1247,TISI,0.2
26010,1676,MTL,0.33
26011,1530,PENN,0.09
26012,1234,EQC,0.75
26013,1017,INFO,0.45
26014,1507,STMP,0.18
26015,439,SNDX,0.26
26016,100,IPHI,0.39
26017,1075,CBL^D,0.74
26018,1002,BAM,0.36
26019,1983,VVI,0.17
26020,42,DMPI,0.39
26021,1275,VEEV,0.19
26022,549,MBOT,0.58
26023,225,DHT,0.59
26024,1761,GCH,0.0
26025,995,NEE,0.28
26026,603,ICHR,0.07
26027,512,FNCX,0.06
26028,28,CFC^B,0.26
26029,230,CPAH,0.67
26030,112,GLNG,0.22
26031,887,DEA,0.44
26032,1593,VSDA,0.37
26033,1439,ZSAN,0.23
26034,766,BLD,0.12
26035,1619,NQ,0.74
26036,1944,ERII,0.23
26037,1597,FII,0.43
26038,1422,LJPC,0.06
26039,837,DGII,0.8
26040,174,EWBC,0.14
26041,1349,SIG,0.66
26042,577,ZN,0.75
26043,115,ZN,0.49
26044,1654,GHY,0.75
26045,1443,KSS,0.96
26046,871,MLP,0.97
26047,1950,CYCCP,0.07
26048,815,AXSM,0.64
26049,1438,NICE,0.78
26050,702,FII,0.36
26051,656,PRTO,0.32
26052,20,APOPW,0.38
26053,1669,VSDA,0.01
26054,381,AAT,0.01
26055,649,IMRN,0.63
26056,1545,CRNT,0.05
26057,9,HNNA,0.32
26058,1052,GLNG,0.47
26059,297,STAF,0.79
26060,390,VNO^G,0.03
26061,1935,CFC^B,0.65
26062,1902,NDLS,0.34
26063,548,CALM,0.52
26064,1588,ABR^A,0.97
26065,521,FIV,0.31
26066,867,GENE,0.74
26067,1919,AVGO,0.94
26068,1160,VSDA,0.51
26069,1510,VNO^G,0.77
26070,1744,CPAH,0.92
26071,485,IDE,0.37
26072,1571,BCE,0.39
26073,1443,FTD,0.36
26074,767,BIOC,0.08
26075,676,IFGL,0.43
26076,1281,REN           ,0.97
26077,558,RCII,0.01
26078,2,SIX,0.35
26079,993,FII,0.46
26080,1280,TISI,0.35
26081,1532,THW,0.24
26082,288,RYI,0.41
26083,714,FJP,0.62
26084,1204,CCP,0.3
26085,417,RADA,0.28
26086,555,CNX,0.08
26087,117,REN           ,0.69
26088,1867,LORL,0.59
26089,1476,HLNE,0.75
26090,1580,PHI,0.06
26091,1752,CNX,0.18
26092,1944,VEDL,0.9
26093,312,HCN,0.86
26094,1142,HAE,0.39
26095,1236,VONV,0.21
26096,1257,MMLP,0.25
26097,714,CYCC,0.4
26098,875,FNCX,0.2
26099,622,GLYC,0.31
26100,1130,ERII,0.39
26101,1943,RBA,0.03
26102,875,HEAR,0.4
26103,647,RBA,0.55
26104,650,KSS,0.34
26105,1820,CNX,0.71
26106,1718,TBI,0.83
26107,704,RARX,0.46
26108,312,AJRD,0.3
26109,1154,MYCC,0.46
26110,292,LMNR,0.62
26111,733,NADL,0.42
26112,1961,BNJ,0.53
26113,173,FCB,0.54
26114,1035,HCN,0.06
26115,340,YRCW,0.25
26116,435,VEEV,0.73
26117,1192,NLY^A,0.39
26118,255,WSBC,0.57
26119,987,ASML,0.65
26120,1027,PRLB,0.1
26121,1740,FEX,0.72
26122,1025,AFSI^C,0.47
26123,107,JCI,0.03
26124,199,FORM,0.92
26125,362,SPWH,0.9
26126,350,ETW,0.89
26127,1040,APA,0.65
26128,393,KTF,0.69
26129,622,WLDN,0.59
26130,1155,JLL,0.46
26131,1755,AOI,0.02
26132,222,UBSH,0.21
26133,1501,IRWD,0.61
26134,983,OACQ,0.61
26135,1104,BFO,0.24
26136,1652,TSNU,0.74
26137,970,NUM,0.94
26138,1201,INSW,0.01
26139,53,AMCN,0.95
26140,213,LJPC,0.08
26141,1969,IAC,0.83
26142,1937,CLAC,0.97
26143,719,VVI,0.51
26144,712,FNCX,0.19
26145,64,NRCIA,0.69
26146,576,ZN,0.97
26147,593,NOV,0.91
26148,188,BAS,0.4
26149,399,BGT,0.05
26150,1170,ETFC,0.24
26151,1836,DTY,0.65
26152,1788,AIRG,0.15
26153,1039,PTGX,0.78
26154,537,NEE^C,0.03
26155,61,SRUN,0.03
26156,1157,BCE,0.47
26157,1919,DEPO,0.96
26158,1231,PNNT,0.81
26159,1929,CRNT,1.0
26160,762,UONE,0.26
26161,661,NM^H,0.27
26162,981,TISI,0.37
26163,572,LAZ,0.02
26164,962,IAC,0.76
26165,1300,FTD,0.08
26166,1150,CLAC,0.38
26167,1256,CAE,0.19
26168,1429,GCVRZ,0.73
26169,1394,MACQ,0.44
26170,658,OACQ,0.53
26171,1034,MACQW,0.79
26172,31,CRNT,0.16
26173,1622,EV,0.73
26174,286,VSDA,0.02
26175,46,CPAAW,0.17
26176,550,RGSE,0.06
26177,897,ADNT,0.72
26178,1736,NADL,0.45
26179,1489,RST,0.35
26180,1707,NYLD.A,0.71
26181,1405,FNJN,0.03
26182,837,UBSH,0.27
26183,1756,ZSAN,0.08
26184,1563,NYLD.A,0.47
26185,801,FCPT,0.98
26186,1345,NADL,0.96
26187,89,SHO,0.64
26188,506,ECL,0.38
26189,633,VSTO,0.24
26190,991,UNAM,0.89
26191,1235,GLOB,0.22
26192,1051,MBOT,0.05
26193,376,NQ,0.04
26194,449,AMAG,0.15
26195,1776,CAPR,0.2
26196,195,CUK,0.98
26197,1036,RBA,0.52
26198,1890,FORM,0.47
26199,1849,MNST,0.78
26200,1658,SNDX,0.11
26201,948,FCB,0.79
26202,1857,STAF,0.51
26203,165,FNCX,0.99
26204,406,BMRC,0.77
26205,1443,DXLG,0.38
26206,1355,CNXC,0.0
26207,1595,POWL,0.74
26208,222,APA,0.4
26209,925,GNMK,0.31
26210,892,NBD,0.97
26211,340,JNCE,0.36
26212,466,BAC^D,0.83
26213,1491,FRME,0.94
26214,1424,MSLI,0.52
26215,1526,ADNT,0.91
26216,100,SNDX,0.88
26217,671,MZOR,0.84
26218,1771,UTL,0.47
26219,1775,NDLS,0.08
26220,976,BMRC,0.68
26221,239,CMRE,0.32
26222,563,BXMX,0.0
26223,609,USB^M,0.05
26224,630,BIOC,0.33
26225,1872,EWBC,0.55
26226,1050,SHAK,0.05
26227,1475,GMS,0.75
26228,395,ADC,0.49
26229,1016,JNCE,0.28
26230,1313,CYCC,0.32
26231,722,SQZZ,0.07
26232,1290,HONE,0.89
26233,1012,MYOK,0.92
26234,841,TSNU,0.67
26235,443,SBR,0.58
26236,1577,DFS,0.85
26237,1871,TSNU,0.73
26238,1165,RES,0.13
26239,1478,MYCC,0.21
26240,403,RFIL,0.59
26241,1229,SHLX,0.09
26242,1212,JCI,0.62
26243,1180,ANIP,0.59
26244,1929,VSDA,0.81
26245,663,GM,0.32
26246,1070,TTEC,0.72
26247,644,JSM,0.59
26248,270,CMRE,0.4
26249,831,BAS,0.6
26250,1162,AKO.B,0.61
26251,1083,WLB,0.19
26252,406,LMNR,0.68
26253,407,SHAK,0.03
26254,621,DRD,0.19
26255,721,VSTO,0.45
26256,875,MUC,0.44
26257,1981,JNCE,0.09
26258,639,AMCN,0.53
26259,1149,ONVO,0.58
26260,1913,GLYC,0.33
26261,74,WABC,0.8
26262,930,DDR,0.72
26263,1546,SHI,0.82
26264,1499,IDE,0.19
26265,499,WRB^B,0.42
26266,1774,LADR,0.32
26267,1326,CTV,0.21
26268,1420,IDSY,0.91
26269,482,SYY,0.53
26270,120,REN           ,0.55
26271,1482,GOF,0.54
26272,1976,PSC,0.95
26273,593,CIR,0.96
26274,311,SHLX,0.73
26275,262,PHD,0.75
26276,1778,SNLN,0.03
26277,963,FNY,0.31
26278,870,ESBK,0.85
26279,1195,SRF,0.66
26280,1390,NQ,0.07
26281,1698,RMP,0.2
26282,845,BLVDW,0.65
26283,838,JHX,0.39
26284,1856,UNP,0.26
26285,1442,NUM,0.66
26286,693,BMRC,0.12
26287,1853,CTV,0.78
26288,307,BCE,0.01
26289,1174,CFBK,0.03
26290,148,EQC,0.69
26291,965,GFA,0.3
26292,540,AXSM,0.37
26293,1766,CAE,0.25
26294,1352,HEAR,0.72
26295,497,COWN,0.76
26296,1825,SHO,0.99
26297,297,FRME,1.0
26298,1711,EQC,0.37
26299,37,DYNT,0.21
26300,1692,REXX,0.38
26301,1738,PLYAW,0.84
26302,1660,RMP,0.0
26303,1069,ALR^B,0.62
26304,596,OASM,0.58
26305,484,PHD,0.84
26306,30,NICE,0.76
26307,1632,ONVO,0.35
26308,709,UONE,0.59
26309,1775,JLL,0.56
26310,1899,EXAS,0.65
26311,948,UBSH,0.7
26312,1765,GCH,0.86
26313,598,GLOB,0.02
26314,491,NVDQ,0.71
26315,1627,NOV,0.23
26316,543,CMRE,0.32
26317,1333,ITUS,0.15
26318,77,PHI,0.33
26319,1691,EGF,0.7
26320,1977,KEM,0.09
26321,266,NEE^C,0.4
26322,960,JSM,0.16
26323,1196,PLYAW,0.48
26324,1706,BAC^D,0.04
26325,1794,BWLD,0.54
26326,1056,IDE,0.87
26327,520,NMS,0.32
26328,1036,NGHCZ,0.87
26329,1881,RADA,0.43
26330,1245,BOOT,0.29
26331,986,AMAG,0.49
26332,856,MACQ,0.59
26333,158,SNDX,0.9
26334,421,RRR,0.44
26335,249,HONE,0.29
26336,476,APA,0.41
26337,1911,ARNA,0.5
26338,1123,HTA,0.58
26339,703,MIME,0.91
26340,163,WRB^B,0.79
26341,1322,URBN,0.96
26342,639,EVOL,0.06
26343,1155,TWNKW,0.91
26344,134,DYNT,0.73
26345,532,LCUT,0.16
26346,1750,UNP,0.23
26347,426,ESPR,0.92
26348,1119,CSQ,0.62
26349,791,ASML,0.32
26350,1047,NDLS,0.55
26351,108,MKTX,0.29
26352,133,UONE,0.33
26353,1302,NYT,0.69
26354,705,LDRI,0.61
26355,543,MOMO,0.72
26356,1742,LAZ,0.97
26357,27,LRAD,0.95
26358,1065,DRD,0.88
26359,1145,MSLI,0.82
26360,190,CPAH,0.13
26361,13,CTV,0.05
26362,701,DSXN,0.97
26363,437,TOUR,0.68
26364,1589,CYCCP,0.44
26365,1183,GMED,0.68
26366,821,VTVT,0.78
26367,1716,BFO,0.74
26368,1234,GCVRZ,0.32
26369,1932,LBTYK,0.07
26370,895,DXLG,0.14
26371,734,CAMP,0.12
26372,836,LDRI,0.33
26373,1106,VMW,0.08
26374,760,BMRC,0.75
26375,1828,FEX,0.56
26376,1998,IDSY,0.05
26377,27,JTA,0.09
26378,858,CAC,0.43
26379,530,KBWY,0.38
26380,96,PBB,0.4
26381,1710,BIP,0.19
26382,1616,UNAM,0.66
26383,1690,ORG,0.69
26384,549,RRR,0.52
26385,202,MZOR,0.38
26386,260,AFW.CL,0.84
26387,1407,GMED,0.63
26388,1560,HAE,0.85
26389,1092,RFIL,0.63
26390,1059,GM,0.18
26391,1819,TWNKW,0.07
26392,360,FWP,0.13
26393,972,THW,0.85
26394,238,BAS,0.7
26395,326,CLIR,0.37
26396,1101,GLYC,0.95
26397,161,ETW,0.0
26398,634,RILYL,0.21
26399,613,CTV,0.15
26400,808,CNMD,0.86
26401,1229,OSBCP,0.92
26402,877,MLP,0.88
26403,1759,BANFP,0.81
26404,1915,NUO,0.8
26405,555,UTL,0.09
26406,33,MLP,0.04
26407,1769,MZOR,0.15
26408,1507,PBIB,0.47
26409,1091,ECA,0.42
26410,1437,EXAS,0.19
26411,1230,ANGO,0.05
26412,869,GMS,0.9
26413,1949,ANIP,0.76
26414,8,HEP,0.72
26415,792,FORM,0.86
26416,471,CNX,0.0
26417,79,NYT,0.69
26418,833,MUC,0.77
26419,1559,VSTO,0.22
26420,1828,EV,0.33
26421,358,TI.A,0.27
26422,266,QUAD,0.82
26423,421,ALR^B,0.51
26424,946,DDR,0.05
26425,1041,GOF,0.35
26426,264,FCB,0.12
26427,633,PSCD,0.68
26428,896,WIA,0.0
26429,1410,IOSP,0.48
26430,573,GPT^A,0.26
26431,107,ANGO,0.42
26432,207,RVEN,0.32
26433,1368,CDR,0.16
26434,782,NVDQ,0.02
26435,565,RMAX,0.45
26436,1926,NEE^C,0.57
26437,1429,CR,0.13
26438,1842,PCN,0.35
26439,363,SCHW^B,0.56
26440,54,PSC,0.68
26441,215,DDR,0.01
26442,10,NYLD.A,0.53
26443,922,RADA,0.6
26444,1818,MCS,0.0
26445,470,HCKT,0.44
26446,1176,CYTX,0.6
26447,1675,TOUR,0.18
26448,496,MTL,0.7
26449,726,MLP,0.04
26450,1711,PGTI,0.17
26451,870,VNO^G,0.06
26452,1839,TLP,0.7
26453,1154,ETW,0.8
26454,1166,PGTI,0.59
26455,1781,NEE^J,0.11
26456,267,AMAG,0.78
26457,825,IAC,0.25
26458,398,SIG,0.13
26459,1145,HEP,0.14
26460,1585,RGSE,0.3
26461,1126,SNLN,0.74
26462,1848,NYT,0.42
26463,418,ETW,0.02
26464,959,PENN,0.94
26465,243,MOBL,0.79
26466,262,UONE,0.57
26467,1921,VIIX,0.63
26468,503,PLYAW,0.17
26469,1236,VECO,0.38
26470,850,RMP,0.49
26471,816,AEM,0.5
26472,1281,HCKT,0.93
26473,1794,I,0.53
26474,279,CPAH,0.06
26475,535,ESG,0.68
26476,1582,BR,0.07
26477,1051,NQ,0.54
26478,1772,NEE^C,0.46
26479,813,DE,0.44
26480,1180,UBOH,0.1
26481,1154,KTF,0.72
26482,1201,STAF,0.27
26483,34,AJRD,0.4
26484,1093,GMED,0.76
26485,815,FIV,0.78
26486,1823,CPAH,0.14
26487,835,CNX,0.52
26488,436,PHI,0.02
26489,1948,PNNT,0.25
26490,841,SNLN,0.58
26491,320,ADNT,0.56
26492,1423,WLDN,0.32
26493,1037,ETW,0.82
26494,1674,MPLX,0.45
26495,1013,FORD,0.15
26496,1300,JTA,0.93
26497,1357,VEEV,0.48
26498,156,CSQ,0.09
26499,1069,VCEL,0.43
26500,511,LRAD,0.9
26501,173,FBSS,0.85
26502,787,HTF,0.69
26503,1653,NURO,0.58
26504,816,PCN,0.62
26505,1277,HBP,0.36
26506,557,MBOT,0.11
26507,389,GOF,0.72
26508,1745,QTWO,0.59
26509,1623,SCHW^B,0.07
26510,1885,AAV,0.58
26511,317,CAC,0.34
26512,205,NADL,0.15
26513,527,GM,0.3
26514,1637,WTFCM,0.31
26515,740,PFLT,0.74
26516,207,EVOK,0.19
26517,1921,HCN,0.32
26518,459,CNX,0.86
26519,278,MUC,0.66
26520,951,SBR,0.5
26521,312,STAF,0.97
26522,411,ONVO,0.33
26523,1696,UZA,0.87
26524,84,SYY,0.54
26525,1764,topic_id,0.74
26526,504,CMCO,0.27
26527,9,OACQ,0.68
26528,180,CLIR,0.63
26529,1907,ONVO,0.3
26530,1186,NVDQ,0.02
26531,626,THW,0.81
26532,866,TDW,0.46
26533,512,LJPC,0.41
26534,1885,YRCW,0.84
26535,422,EGF,0.38
26536,131,LORL,0.31
26537,1758,BIOC,0.64
26538,511,GLNG,0.27
26539,102,GM,0.74
26540,638,LDRI,0.92
26541,1892,VVI,0.04
26542,1475,PLYAW,0.49
26543,1120,NCTY,0.81
26544,972,BCE,0.86
26545,1421,HGT,0.22
26546,2000,BOOT,0.52
26547,623,DTY,0.95
26548,650,UNP,0.43
26549,1570,REXX,0.84
26550,1209,MACQW,0.98
26551,1461,UNP,0.36
26552,1272,C^P,0.22
26553,838,GES,0.65
26554,1461,DE,0.14
26555,877,C^P,0.12
26556,47,SBR,0.55
26557,580,KMX,0.21
26558,319,GG,0.59
26559,1178,CYD,0.44
26560,315,XOXO,0.57
26561,1599,CIR,0.21
